"gm_gis_county","gm_chemical_name","date","year","mean_gm_result"
"ALAMEDA","Nitrate as N (mg/l)",2018-07-15,2018,3.27897435897436
"ALAMEDA","Nitrate as N (mg/l)",2018-08-15,2018,5.837
"ALAMEDA","Nitrate as N (mg/l)",2018-09-15,2018,7.47122222222222
"ALAMEDA","Nitrate as N (mg/l)",2018-10-15,2018,5.54336842105263
"ALAMEDA","Nitrate as N (mg/l)",2018-11-15,2018,6.4979
"ALAMEDA","Nitrate as N (mg/l)",2018-12-15,2018,6.19753846153846
"ALAMEDA","Nitrate as N (mg/l)",2019-01-15,2019,5.133375
"ALAMEDA","Nitrate as N (mg/l)",2019-02-15,2019,6.844125
"ALAMEDA","Nitrate as N (mg/l)",2019-03-15,2019,7.636
"ALAMEDA","Nitrate as N (mg/l)",2019-04-15,2019,5.41135
"ALAMEDA","Nitrate as N (mg/l)",2019-05-15,2019,3.47209090909091
"ALAMEDA","Nitrate as N (mg/l)",2019-06-15,2019,5.63433333333333
"ALAMEDA","Nitrate as N (mg/l)",2019-07-15,2019,4.17368965517241
"ALAMEDA","Nitrate as N (mg/l)",2019-08-15,2019,6.69772727272727
"ALAMEDA","Nitrate as N (mg/l)",2019-09-15,2019,8.29072727272727
"ALAMEDA","Nitrate as N (mg/l)",2019-10-15,2019,4.54394444444444
"ALAMEDA","Nitrate as N (mg/l)",2019-11-15,2019,4.85285714285714
"ALAMEDA","Nitrate as N (mg/l)",2019-12-15,2019,4.82177777777778
"ALAMEDA","Potassium (mg/l)",2015-01-15,2015,0
"ALAMEDA","Potassium (mg/l)",2015-03-15,2015,1.1
"ALAMEDA","Potassium (mg/l)",2015-04-15,2015,2.1
"ALAMEDA","Potassium (mg/l)",2015-05-15,2015,2.155
"ALAMEDA","Potassium (mg/l)",2015-06-15,2015,1
"ALAMEDA","Potassium (mg/l)",2015-07-15,2015,2.50217391304348
"ALAMEDA","Potassium (mg/l)",2015-08-15,2015,2.15
"ALAMEDA","Potassium (mg/l)",2015-09-15,2015,1.03333333333333
"ALAMEDA","Potassium (mg/l)",2015-11-15,2015,1.55
"ALAMEDA","Potassium (mg/l)",2015-12-15,2015,3.1
"ALAMEDA","Potassium (mg/l)",2016-02-15,2016,1.66
"ALAMEDA","Potassium (mg/l)",2016-03-15,2016,1.65
"ALAMEDA","Potassium (mg/l)",2016-04-15,2016,2.075
"ALAMEDA","Potassium (mg/l)",2016-05-15,2016,1.475
"ALAMEDA","Potassium (mg/l)",2016-06-15,2016,2
"ALAMEDA","Potassium (mg/l)",2016-07-15,2016,2.46
"ALAMEDA","Potassium (mg/l)",2016-08-15,2016,2.4
"ALAMEDA","Potassium (mg/l)",2016-10-15,2016,2.5
"ALAMEDA","Potassium (mg/l)",2016-11-15,2016,2.2
"ALAMEDA","Potassium (mg/l)",2017-01-15,2017,2.15833333333333
"ALAMEDA","Potassium (mg/l)",2017-02-15,2017,1.37
"ALAMEDA","Potassium (mg/l)",2017-03-15,2017,2.1
"ALAMEDA","Potassium (mg/l)",2017-04-15,2017,1.30675
"ALAMEDA","Potassium (mg/l)",2017-05-15,2017,1.596
"ALAMEDA","Potassium (mg/l)",2017-06-15,2017,2.584
"ALAMEDA","Potassium (mg/l)",2017-07-15,2017,2.57777777777778
"ALAMEDA","Potassium (mg/l)",2017-08-15,2017,0.692
"ALAMEDA","Potassium (mg/l)",2017-09-15,2017,2.3
"ALAMEDA","Potassium (mg/l)",2017-10-15,2017,2.34444444444444
"ALAMEDA","Potassium (mg/l)",2017-11-15,2017,6.275
"ALAMEDA","Potassium (mg/l)",2018-01-15,2018,2.3
"ALAMEDA","Potassium (mg/l)",2018-02-15,2018,2.3125
"ALAMEDA","Potassium (mg/l)",2018-03-15,2018,1.25
"ALAMEDA","Potassium (mg/l)",2018-04-15,2018,2.34444444444444
"ALAMEDA","Potassium (mg/l)",2018-05-15,2018,1.592
"ALAMEDA","Potassium (mg/l)",2018-06-15,2018,2.15666666666667
"ALAMEDA","Potassium (mg/l)",2018-07-15,2018,2.49285714285714
"ALAMEDA","Potassium (mg/l)",2018-08-15,2018,2.1138
"ALAMEDA","Potassium (mg/l)",2018-10-15,2018,2.16666666666667
"ALAMEDA","Potassium (mg/l)",2018-11-15,2018,1.573
"ALAMEDA","Potassium (mg/l)",2018-12-15,2018,2.4
"ALAMEDA","Potassium (mg/l)",2019-01-15,2019,2
"ALAMEDA","Potassium (mg/l)",2019-02-15,2019,0
"ALAMEDA","Potassium (mg/l)",2019-04-15,2019,2.06666666666667
"ALAMEDA","Potassium (mg/l)",2019-05-15,2019,2.89090909090909
"ALAMEDA","Potassium (mg/l)",2019-06-15,2019,2.47
"ALAMEDA","Potassium (mg/l)",2019-07-15,2019,2.12777777777778
"ALAMEDA","Potassium (mg/l)",2019-08-15,2019,2.3
"ALAMEDA","Potassium (mg/l)",2019-10-15,2019,1.97272727272727
"ALAMEDA","Potassium (mg/l)",2019-12-15,2019,1.98333333333333
"ALPINE","Bicarbonate Alkalinity (mg/l)",2016-04-15,2016,37
"ALPINE","Bicarbonate Alkalinity (mg/l)",2017-07-15,2017,330
"ALPINE","Bicarbonate Alkalinity (mg/l)",2017-08-15,2017,43
"ALPINE","Bicarbonate Alkalinity (mg/l)",2017-12-15,2017,51.5
"ALPINE","Bicarbonate Alkalinity (mg/l)",2018-03-15,2018,60
"ALPINE","Bicarbonate Alkalinity (mg/l)",2018-08-15,2018,87
"ALPINE","Bicarbonate Alkalinity (mg/l)",2019-06-15,2019,192
"ALPINE","Bicarbonate Alkalinity (mg/l)",2019-07-15,2019,53.9
"ALPINE","Bicarbonate Alkalinity (mg/l)",2019-10-15,2019,36
"ALPINE","Nitrate as N (mg/l)",2015-05-15,2015,0.0611044444444444
"ALPINE","Nitrate as N (mg/l)",2015-06-15,2015,0.129823333333333
"ALPINE","Nitrate as N (mg/l)",2015-07-15,2015,0.04997
"ALPINE","Nitrate as N (mg/l)",2015-08-15,2015,0.0193333333333333
"ALPINE","Nitrate as N (mg/l)",2015-09-15,2015,0.00994
"ALPINE","Nitrate as N (mg/l)",2015-10-15,2015,0.0686
"ALPINE","Nitrate as N (mg/l)",2016-01-15,2016,0.41125
"ALPINE","Nitrate as N (mg/l)",2016-02-15,2016,0.2
"ALPINE","Nitrate as N (mg/l)",2016-03-15,2016,0.01
"ALPINE","Nitrate as N (mg/l)",2016-04-15,2016,0.09
"ALPINE","Nitrate as N (mg/l)",2016-05-15,2016,0.038
"ALPINE","Nitrate as N (mg/l)",2016-06-15,2016,0
"ALPINE","Nitrate as N (mg/l)",2016-07-15,2016,0.622
"ALPINE","Nitrate as N (mg/l)",2016-08-15,2016,0.021
"ALPINE","Nitrate as N (mg/l)",2016-09-15,2016,0
"ALPINE","Nitrate as N (mg/l)",2016-12-15,2016,0.13075
"ALPINE","Nitrate as N (mg/l)",2017-01-15,2017,0.055
"ALPINE","Nitrate as N (mg/l)",2017-05-15,2017,0.01
"ALPINE","Nitrate as N (mg/l)",2017-06-15,2017,0.05075
"ALPINE","Nitrate as N (mg/l)",2017-07-15,2017,0.133333333333333
"ALPINE","Nitrate as N (mg/l)",2017-08-15,2017,0.120833333333333
"ALPINE","Nitrate as N (mg/l)",2017-09-15,2017,0.355
"ALPINE","Nitrate as N (mg/l)",2017-10-15,2017,0.025
"ALPINE","Nitrate as N (mg/l)",2017-11-15,2017,0
"ALPINE","Nitrate as N (mg/l)",2017-12-15,2017,0.26
"ALPINE","Nitrate as N (mg/l)",2018-02-15,2018,0.0475
"ALPINE","Nitrate as N (mg/l)",2018-03-15,2018,0.4
"ALPINE","Nitrate as N (mg/l)",2018-05-15,2018,0.037
"ALPINE","Nitrate as N (mg/l)",2018-06-15,2018,0.303
"ALPINE","Nitrate as N (mg/l)",2018-07-15,2018,0.2
"ALPINE","Nitrate as N (mg/l)",2018-08-15,2018,0.105875
"ALPINE","Nitrate as N (mg/l)",2018-09-15,2018,0.01
"ALPINE","Nitrate as N (mg/l)",2018-10-15,2018,0.014
"ALPINE","Nitrate as N (mg/l)",2018-11-15,2018,0.692
"ALPINE","Nitrate as N (mg/l)",2018-12-15,2018,0.0133333333333333
"ALPINE","Nitrate as N (mg/l)",2019-01-15,2019,0.3315
"ALPINE","Nitrate as N (mg/l)",2019-03-15,2019,0.02
"ALPINE","Nitrate as N (mg/l)",2019-04-15,2019,0.01
"ALPINE","Nitrate as N (mg/l)",2019-05-15,2019,0.0925
"ALPINE","Nitrate as N (mg/l)",2019-06-15,2019,0
"ALPINE","Nitrate as N (mg/l)",2019-07-15,2019,0.201909090909091
"ALPINE","Nitrate as N (mg/l)",2019-08-15,2019,0.0501666666666667
"ALPINE","Nitrate as N (mg/l)",2019-09-15,2019,0.4
"ALPINE","Nitrate as N (mg/l)",2019-10-15,2019,0
"ALPINE","Nitrate as N (mg/l)",2019-11-15,2019,0.6
"ALPINE","Nitrate as N (mg/l)",2019-12-15,2019,0.038
"ALPINE","Potassium (mg/l)",2017-07-15,2017,0
"ALPINE","Potassium (mg/l)",2017-08-15,2017,2.24666666666667
"ALPINE","Potassium (mg/l)",2018-03-15,2018,3
"ALPINE","Potassium (mg/l)",2019-06-15,2019,3.49
"ALPINE","Potassium (mg/l)",2019-09-15,2019,1.6
"AMADOR","Bicarbonate Alkalinity (mg/l)",2015-02-15,2015,176
"AMADOR","Bicarbonate Alkalinity (mg/l)",2015-04-15,2015,130
"AMADOR","Bicarbonate Alkalinity (mg/l)",2015-05-15,2015,159.5
"AMADOR","Bicarbonate Alkalinity (mg/l)",2016-06-15,2016,153.586666666667
"AMADOR","Bicarbonate Alkalinity (mg/l)",2016-07-15,2016,350
"AMADOR","Bicarbonate Alkalinity (mg/l)",2017-01-15,2017,24
"AMADOR","Bicarbonate Alkalinity (mg/l)",2017-02-15,2017,180
"AMADOR","Bicarbonate Alkalinity (mg/l)",2017-04-15,2017,124
"AMADOR","Bicarbonate Alkalinity (mg/l)",2017-05-15,2017,55
"AMADOR","Bicarbonate Alkalinity (mg/l)",2017-06-15,2017,134
"AMADOR","Bicarbonate Alkalinity (mg/l)",2017-08-15,2017,88.6666666666667
"AMADOR","Bicarbonate Alkalinity (mg/l)",2017-12-15,2017,130
"AMADOR","Bicarbonate Alkalinity (mg/l)",2018-05-15,2018,305
"AMADOR","Bicarbonate Alkalinity (mg/l)",2018-06-15,2018,85
"AMADOR","Bicarbonate Alkalinity (mg/l)",2018-07-15,2018,200
"AMADOR","Bicarbonate Alkalinity (mg/l)",2019-06-15,2019,185
"AMADOR","Bicarbonate Alkalinity (mg/l)",2019-07-15,2019,201.5
"AMADOR","Nitrate as N (mg/l)",2015-01-15,2015,5.2
"AMADOR","Nitrate as N (mg/l)",2015-02-15,2015,0.7
"AMADOR","Nitrate as N (mg/l)",2015-03-15,2015,0.34
"AMADOR","Nitrate as N (mg/l)",2015-04-15,2015,1.05
"AMADOR","Nitrate as N (mg/l)",2015-05-15,2015,0.5875
"AMADOR","Nitrate as N (mg/l)",2015-06-15,2015,1.02875
"AMADOR","Nitrate as N (mg/l)",2015-07-15,2015,1.8675
"AMADOR","Nitrate as N (mg/l)",2015-08-15,2015,0.166666666666667
"AMADOR","Nitrate as N (mg/l)",2015-09-15,2015,0
"AMADOR","Nitrate as N (mg/l)",2015-10-15,2015,1.5
"AMADOR","Nitrate as N (mg/l)",2015-11-15,2015,0
"AMADOR","Nitrate as N (mg/l)",2015-12-15,2015,0.65
"AMADOR","Nitrate as N (mg/l)",2016-01-15,2016,1.4
"AMADOR","Nitrate as N (mg/l)",2016-02-15,2016,0.416666666666667
"AMADOR","Nitrate as N (mg/l)",2016-03-15,2016,0.206666666666667
"AMADOR","Nitrate as N (mg/l)",2016-04-15,2016,0.32
"AMADOR","Nitrate as N (mg/l)",2016-05-15,2016,1.6
"AMADOR","Nitrate as N (mg/l)",2016-06-15,2016,0.825
"AMADOR","Nitrate as N (mg/l)",2016-07-15,2016,2.0325
"AMADOR","Nitrate as N (mg/l)",2016-09-15,2016,0.156666666666667
"AMADOR","Nitrate as N (mg/l)",2016-10-15,2016,1.73333333333333
"AMADOR","Nitrate as N (mg/l)",2016-11-15,2016,0.11
"AMADOR","Nitrate as N (mg/l)",2016-12-15,2016,0.74
"AMADOR","Nitrate as N (mg/l)",2017-01-15,2017,0.998333333333333
"AMADOR","Nitrate as N (mg/l)",2017-02-15,2017,0.6
"AMADOR","Nitrate as N (mg/l)",2017-03-15,2017,0.966666666666667
"AMADOR","Nitrate as N (mg/l)",2017-04-15,2017,1.14
"AMADOR","Nitrate as N (mg/l)",2017-05-15,2017,0.38
"AMADOR","Nitrate as N (mg/l)",2017-06-15,2017,1.39411111111111
"AMADOR","Nitrate as N (mg/l)",2017-07-15,2017,0.406363636363636
"AMADOR","Nitrate as N (mg/l)",2017-08-15,2017,1.598
"AMADOR","Nitrate as N (mg/l)",2017-09-15,2017,0.423333333333333
"AMADOR","Nitrate as N (mg/l)",2017-10-15,2017,0.704
"AMADOR","Nitrate as N (mg/l)",2017-11-15,2017,0.276666666666667
"AMADOR","Nitrate as N (mg/l)",2017-12-15,2017,0.118
"AMADOR","Nitrate as N (mg/l)",2018-01-15,2018,1.21666666666667
"AMADOR","Nitrate as N (mg/l)",2018-02-15,2018,0.356666666666667
"AMADOR","Nitrate as N (mg/l)",2018-03-15,2018,0.98
"AMADOR","Nitrate as N (mg/l)",2018-04-15,2018,1.04
"AMADOR","Nitrate as N (mg/l)",2018-05-15,2018,0.5465
"AMADOR","Nitrate as N (mg/l)",2018-06-15,2018,0.770909090909091
"AMADOR","Nitrate as N (mg/l)",2018-07-15,2018,1.475
"AMADOR","Nitrate as N (mg/l)",2018-08-15,2018,0
"AMADOR","Nitrate as N (mg/l)",2018-09-15,2018,0.0148333333333333
"AMADOR","Nitrate as N (mg/l)",2018-10-15,2018,1.45
"AMADOR","Nitrate as N (mg/l)",2018-11-15,2018,0
"AMADOR","Nitrate as N (mg/l)",2018-12-15,2018,0.454444444444444
"AMADOR","Nitrate as N (mg/l)",2019-01-15,2019,0.67
"AMADOR","Nitrate as N (mg/l)",2019-02-15,2019,0.2
"AMADOR","Nitrate as N (mg/l)",2019-03-15,2019,0.53
"AMADOR","Nitrate as N (mg/l)",2019-04-15,2019,1.20857142857143
"AMADOR","Nitrate as N (mg/l)",2019-05-15,2019,1
"AMADOR","Nitrate as N (mg/l)",2019-06-15,2019,0.968888888888889
"AMADOR","Nitrate as N (mg/l)",2019-07-15,2019,1.07375
"AMADOR","Nitrate as N (mg/l)",2019-08-15,2019,0.133333333333333
"AMADOR","Nitrate as N (mg/l)",2019-09-15,2019,0
"AMADOR","Nitrate as N (mg/l)",2019-10-15,2019,0.0333333333333333
"AMADOR","Nitrate as N (mg/l)",2019-11-15,2019,0
"AMADOR","Nitrate as N (mg/l)",2019-12-15,2019,0
"AMADOR","Potassium (mg/l)",2015-05-15,2015,2
"AMADOR","Potassium (mg/l)",2016-06-15,2016,3.53333333333333
"AMADOR","Potassium (mg/l)",2016-07-15,2016,0
"AMADOR","Potassium (mg/l)",2017-02-15,2017,2.3
"AMADOR","Potassium (mg/l)",2017-04-15,2017,2.5
"AMADOR","Potassium (mg/l)",2017-05-15,2017,2.13333333333333
"AMADOR","Potassium (mg/l)",2017-06-15,2017,3.1
"AMADOR","Potassium (mg/l)",2017-08-15,2017,5.26666666666667
"AMADOR","Potassium (mg/l)",2018-05-15,2018,1.6
"AMADOR","Potassium (mg/l)",2018-06-15,2018,0
"AMADOR","Potassium (mg/l)",2019-06-15,2019,3.2
"AMADOR","Potassium (mg/l)",2019-07-15,2019,0
"BUTTE","Bicarbonate Alkalinity (mg/l)",2015-01-15,2015,115
"BUTTE","Bicarbonate Alkalinity (mg/l)",2015-02-15,2015,145
"BUTTE","Bicarbonate Alkalinity (mg/l)",2015-03-15,2015,150
"BUTTE","Bicarbonate Alkalinity (mg/l)",2015-04-15,2015,132.222222222222
"BUTTE","Bicarbonate Alkalinity (mg/l)",2015-05-15,2015,147.5
"BUTTE","Bicarbonate Alkalinity (mg/l)",2015-06-15,2015,158
"BUTTE","Bicarbonate Alkalinity (mg/l)",2015-07-15,2015,190
"BUTTE","Bicarbonate Alkalinity (mg/l)",2015-08-15,2015,136.666666666667
"BUTTE","Bicarbonate Alkalinity (mg/l)",2015-09-15,2015,133.75
"BUTTE","Bicarbonate Alkalinity (mg/l)",2015-10-15,2015,180
"BUTTE","Bicarbonate Alkalinity (mg/l)",2015-11-15,2015,124.55
"BUTTE","Bicarbonate Alkalinity (mg/l)",2016-02-15,2016,136.666666666667
"BUTTE","Bicarbonate Alkalinity (mg/l)",2016-03-15,2016,153.333333333333
"BUTTE","Bicarbonate Alkalinity (mg/l)",2016-04-15,2016,150
"BUTTE","Bicarbonate Alkalinity (mg/l)",2016-05-15,2016,133.333333333333
"BUTTE","Bicarbonate Alkalinity (mg/l)",2016-06-15,2016,42
"BUTTE","Bicarbonate Alkalinity (mg/l)",2016-07-15,2016,165
"BUTTE","Bicarbonate Alkalinity (mg/l)",2016-08-15,2016,180
"BUTTE","Bicarbonate Alkalinity (mg/l)",2016-10-15,2016,160
"BUTTE","Bicarbonate Alkalinity (mg/l)",2017-01-15,2017,140
"BUTTE","Bicarbonate Alkalinity (mg/l)",2017-02-15,2017,160
"BUTTE","Bicarbonate Alkalinity (mg/l)",2017-03-15,2017,150
"BUTTE","Bicarbonate Alkalinity (mg/l)",2017-04-15,2017,144.666666666667
"BUTTE","Bicarbonate Alkalinity (mg/l)",2017-05-15,2017,166
"BUTTE","Bicarbonate Alkalinity (mg/l)",2017-06-15,2017,174.285714285714
"BUTTE","Bicarbonate Alkalinity (mg/l)",2017-07-15,2017,175.4
"BUTTE","Bicarbonate Alkalinity (mg/l)",2017-08-15,2017,140
"BUTTE","Bicarbonate Alkalinity (mg/l)",2017-09-15,2017,130
"BUTTE","Bicarbonate Alkalinity (mg/l)",2017-10-15,2017,139.2
"BUTTE","Bicarbonate Alkalinity (mg/l)",2017-11-15,2017,134.5
"BUTTE","Bicarbonate Alkalinity (mg/l)",2018-02-15,2018,93.3333333333333
"BUTTE","Bicarbonate Alkalinity (mg/l)",2018-03-15,2018,220
"BUTTE","Bicarbonate Alkalinity (mg/l)",2018-04-15,2018,150
"BUTTE","Bicarbonate Alkalinity (mg/l)",2018-06-15,2018,165
"BUTTE","Bicarbonate Alkalinity (mg/l)",2018-07-15,2018,150.333333333333
"BUTTE","Bicarbonate Alkalinity (mg/l)",2018-08-15,2018,136.666666666667
"BUTTE","Bicarbonate Alkalinity (mg/l)",2018-10-15,2018,148.5
"BUTTE","Bicarbonate Alkalinity (mg/l)",2019-02-15,2019,125
"BUTTE","Bicarbonate Alkalinity (mg/l)",2019-03-15,2019,150
"BUTTE","Bicarbonate Alkalinity (mg/l)",2019-04-15,2019,168.75
"BUTTE","Bicarbonate Alkalinity (mg/l)",2019-05-15,2019,130
"BUTTE","Bicarbonate Alkalinity (mg/l)",2019-07-15,2019,115.25
"BUTTE","Bicarbonate Alkalinity (mg/l)",2019-08-15,2019,190
"BUTTE","Bicarbonate Alkalinity (mg/l)",2019-10-15,2019,175
"BUTTE","Bicarbonate Alkalinity (mg/l)",2019-12-15,2019,82.5
"BUTTE","Nitrate as N (mg/l)",2015-01-15,2015,2.9720125
"BUTTE","Nitrate as N (mg/l)",2015-02-15,2015,2.87663333333333
"BUTTE","Nitrate as N (mg/l)",2015-03-15,2015,2.56488275862069
"BUTTE","Nitrate as N (mg/l)",2015-04-15,2015,2.67737777777778
"BUTTE","Nitrate as N (mg/l)",2015-05-15,2015,1.6898652173913
"BUTTE","Nitrate as N (mg/l)",2015-06-15,2015,2.60242666666667
"BUTTE","Nitrate as N (mg/l)",2015-07-15,2015,4.58790425531915
"BUTTE","Nitrate as N (mg/l)",2015-08-15,2015,2.2542875
"BUTTE","Nitrate as N (mg/l)",2015-09-15,2015,2.4114
"BUTTE","Nitrate as N (mg/l)",2015-10-15,2015,5.02888461538461
"BUTTE","Nitrate as N (mg/l)",2015-11-15,2015,2.08547619047619
"BUTTE","Nitrate as N (mg/l)",2015-12-15,2015,2.31685714285714
"BUTTE","Nitrate as N (mg/l)",2016-01-15,2016,3.52144444444444
"BUTTE","Nitrate as N (mg/l)",2016-02-15,2016,2.22186666666667
"BUTTE","Nitrate as N (mg/l)",2016-03-15,2016,1.96073076923077
